,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
area_0,area_1,,,,,,,,,,,,,,,,,,,,,,,
mar chiquita,0622A,8273.0,9170.0,9169.0,6480.0,6437.0,6562.0,1956.0,2232.0,2798.0,2332.0,2122.0,2390.0,1076.0,1087.0,700.0,354.0,229.0,227.0,320.0,303.0,195.0,358.0,219.0
mar chiquita,0622B,1490.0,1737.0,1737.0,1218.0,1262.0,1331.0,489.0,512.0,682.0,390.0,327.0,361.0,182.0,183.0,120.0,62.0,49.0,46.0,87.0,60.0,35.0,59.0,43.0
marcos paz,00624,40487.0,42067.0,43445.0,31715.0,30582.0,32613.0,6582.0,7509.0,10252.0,13046.0,11344.0,13636.0,7878.0,4592.0,3912.0,2889.0,1650.0,1394.0,3528.0,2295.0,1026.0,1448.0,1046.0
marcos paz,0624A,389.0,402.0,400.0,249.0,237.0,238.0,43.0,49.0,81.0,92.0,87.0,95.0,68.0,44.0,27.0,32.0,14.0,8.0,21.0,17.0,7.0,10.0,5.0
mercedes,00638,25376.0,25640.0,25641.0,20741.0,18649.0,20311.0,9097.0,10110.0,11735.0,5712.0,3989.0,4325.0,3398.0,2417.0,1754.0,1068.0,605.0,470.0,1072.0,881.0,653.0,851.0,739.0
mercedes,00639,5320.0,5599.0,5599.0,4571.0,4321.0,4178.0,948.0,1119.0,1523.0,2048.0,1588.0,1833.0,885.0,690.0,484.0,485.0,309.0,171.0,320.0,269.0,112.0,147.0,105.0
mercedes,00640,7811.0,8407.0,8407.0,6670.0,6375.0,6778.0,2279.0,2652.0,3280.0,2362.0,1818.0,2011.0,1271.0,1015.0,666.0,428.0,252.0,190.0,474.0,334.0,208.0,269.0,214.0
mercedes,00641,2253.0,2395.0,2395.0,1886.0,1834.0,1909.0,648.0,781.0,949.0,626.0,447.0,547.0,339.0,242.0,185.0,145.0,76.0,62.0,145.0,89.0,50.0,71.0,69.0
mercedes,00642,7545.0,8245.0,8245.0,6540.0,6602.0,6476.0,2000.0,2398.0,3048.0,2412.0,1876.0,2076.0,1292.0,981.0,707.0,492.0,228.0,196.0,412.0,381.0,210.0,288.0,200.0
mercedes,00643,1618.0,1787.0,1787.0,1366.0,1385.0,1424.0,305.0,371.0,490.0,589.0,532.0,577.0,226.0,188.0,131.0,138.0,75.0,62.0,78.0,96.0,45.0,63.0,59.0
mercedes,00644,958.0,895.0,895.0,767.0,660.0,687.0,231.0,273.0,327.0,251.0,146.0,166.0,158.0,118.0,99.0,83.0,30.0,21.0,47.0,51.0,17.0,20.0,24.0
mercedes,00645,238.0,199.0,199.0,184.0,140.0,145.0,54.0,0.0,56.0,54.0,40.0,40.0,41.0,23.0,19.0,26.0,5.0,8.0,42.0,18.0,12.0,2.0,2.0
mercedes,00646,384.0,352.0,352.0,301.0,109.0,256.0,108.0,99.0,123.0,97.0,45.0,67.0,52.0,34.0,35.0,36.0,12.0,7.0,23.0,20.0,2.0,4.0,3.0
mercedes,00647,174.0,157.0,157.0,143.0,124.0,125.0,54.0,50.0,64.0,38.0,37.0,31.0,28.0,14.0,13.0,18.0,6.0,3.0,8.0,8.0,2.0,3.0,3.0
mercedes,00648,230.0,0.0,200.0,187.0,0.0,161.0,55.0,0.0,70.0,76.0,0.0,52.0,28.0,0.0,19.0,23.0,0.0,8.0,0.0,7.0,0.0,3.0,2.0
merlo,00652,60077.0,67356.0,67675.0,44248.0,46558.0,48175.0,12029.0,13985.0,17641.0,14991.0,15788.0,17013.0,9917.0,7484.0,5471.0,2629.0,1604.0,978.0,2331.0,2400.0,1953.0,3012.0,1911.0
merlo,00653,58981.0,65572.0,68012.0,47553.0,48173.0,51371.0,7406.0,8296.0,11666.0,24598.0,23537.0,26636.0,10087.0,6853.0,5312.0,4225.0,2213.0,1555.0,2573.0,2648.0,1762.0,2746.0,1936.0
merlo,00654,32715.0,32224.0,31871.0,23315.0,22703.0,23861.0,3245.0,3711.0,5041.0,11761.0,11762.0,12637.0,4576.0,3169.0,2277.0,1911.0,1091.0,773.0,1144.0,1217.0,734.0,1061.0,696.0
merlo,00655,50764.0,51454.0,53184.0,40523.0,39839.0,41088.0,12098.0,12819.0,16314.0,13611.0,13268.0,14655.0,9028.0,6483.0,4834.0,2308.0,1328.0,844.0,1822.0,1906.0,1933.0,2995.0,2167.0
merlo,0652A,124717.0,133454.0,139025.0,99983.0,97533.0,106765.0,16500.0,18555.0,26215.0,48031.0,47615.0,54533.0,22831.0,15267.0,11849.0,8624.0,4826.0,3203.0,5266.0,5662.0,3651.0,5980.0,3988.0
merlo,0655A,46686.0,49363.0,54370.0,36553.0,34322.0,38739.0,5333.0,5884.0,8754.0,18062.0,17827.0,20953.0,7645.0,4888.0,3916.0,3505.0,1661.0,1386.0,1583.0,1965.0,1210.0,1938.0,1214.0
moreno,00663,46390.0,50499.0,49777.0,32935.0,32546.0,33408.0,9518.0,11347.0,13867.0,9396.0,9202.0,9749.0,7876.0,4965.0,3707.0,2010.0,1356.0,821.0,2138.0,1785.0,1271.0,2002.0,1661.0
moreno,00664,20376.0,23761.0,24111.0,15303.0,16710.0,18327.0,4279.0,4871.0,6304.0,5949.0,6067.0,6859.0,3452.0,2571.0,2064.0,1261.0,951.0,595.0,1266.0,979.0,581.0,986.0,528.0
moreno,0663A,47328.0,50140.0,50816.0,37551.0,36437.0,39656.0,9387.0,10465.0,13664.0,13678.0,13104.0,14775.0,8875.0,5769.0,4535.0,2594.0,1545.0,1063.0,2618.0,2298.0,1625.0,2453.0,1780.0
moreno,0663B,50823.0,51848.0,53572.0,41480.0,37386.0,42568.0,7000.0,7865.0,11214.0,18749.0,16977.0,19943.0,9588.0,6302.0,5134.0,4415.0,2726.0,1964.0,3152.0,2863.0,1172.0,2157.0,1380.0
moreno,0663C,76022.0,79422.0,83961.0,59357.0,55070.0,63884.0,8561.0,10331.0,15742.0,28845.0,25046.0,30870.0,14067.0,9072.0,7521.0,6458.0,4196.0,3065.0,4359.0,3913.0,1941.0,3267.0,2231.0
moreno,0663D,28828.0,31377.0,32429.0,21624.0,21862.0,22143.0,2536.0,2825.0,4339.0,11854.0,10072.0,12047.0,4491.0,2909.0,2395.0,2295.0,1293.0,1357.0,2099.0,1596.0,511.0,866.0,604.0
moreno,0664A,24127.0,27390.0,28094.0,19451.0,19979.0,21643.0,3622.0,4465.0,6230.0,8178.0,8149.0,9483.0,4600.0,3194.0,2511.0,1795.0,1261.0,916.0,1511.0,1374.0,643.0,1120.0,681.0
moreno,0664B,24783.0,19883.0,28288.0,19844.0,14745.0,22625.0,3510.0,2782.0,5668.0,9041.0,6220.0,10222.0,4936.0,2340.0,2780.0,2085.0,1056.0,1085.0,1147.0,1462.0,510.0,1209.0,739.0
moron,00665,101912.0,102118.0,104918.0,79629.0,74076.0,79238.0,24258.0,25336.0,32114.0,26227.0,24213.0,27820.0,16472.0,11683.0,8676.0,4483.0,1989.0,1437.0,4329.0,3811.0,3472.0,5230.0,3950.0
moron,00669,36278.0,35222.0,37313.0,28861.0,26532.0,29226.0,13204.0,13157.0,15943.0,6503.0,5764.0,6558.0,4369.0,3298.0,2579.0,921.0,415.0,313.0,1223.0,1166.0,1252.0,2078.0,1538.0
moron,00670,12609.0,12018.0,12011.0,10113.0,9550.0,9771.0,4758.0,4939.0,5613.0,2079.0,1895.0,2099.0,1499.0,1189.0,834.0,276.0,130.0,94.0,390.0,362.0,459.0,706.0,521.0
moron,00671,46975.0,47320.0,46952.0,36186.0,33830.0,34875.0,13268.0,14244.0,16537.0,10434.0,9566.0,10413.0,7210.0,5220.0,3706.0,1732.0,801.0,581.0,1808.0,1581.0,1382.0,2118.0,1573.0
moron,00672,34083.0,34065.0,34767.0,27570.0,27077.0,28130.0,12520.0,13025.0,15254.0,6775.0,6166.0,6908.0,4202.0,3861.0,2812.0,959.0,450.0,321.0,1237.0,1076.0,1130.0,1828.0,1344.0
moron,00673,41211.0,42552.0,43604.0,30332.0,31156.0,33081.0,9987.0,11017.0,13309.0,10730.0,9846.0,11227.0,5901.0,4541.0,3387.0,1656.0,717.0,590.0,1691.0,1499.0,1325.0,2087.0,1437.0
necochea,00686,59669.0,61053.0,62790.0,45045.0,42424.0,46108.0,20696.0,22046.0,26160.0,9421.0,8611.0,9212.0,8339.0,6332.0,5362.0,3509.0,1907.0,2316.0,1284.0,1186.0,1089.0,1646.0,1271.0
necochea,00687,2047.0,2018.0,2018.0,1632.0,1512.0,1314.0,806.0,717.0,880.0,393.0,373.0,401.0,246.0,234.0,179.0,124.0,53.0,36.0,47.0,52.0,21.0,28.0,24.0
necochea,00688,643.0,593.0,593.0,208.0,392.0,420.0,187.0,191.0,224.0,112.0,94.0,96.0,86.0,57.0,57.0,54.0,21.0,18.0,11.0,16.0,2.0,5.0,7.0
necochea,00689,20.0,18.0,18.0,10.0,7.0,8.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
necochea,00691,2302.0,2451.0,2701.0,1825.0,1536.0,2067.0,864.0,823.0,1248.0,362.0,370.0,427.0,356.0,279.0,244.0,122.0,80.0,57.0,42.0,37.0,23.0,35.0,31.0
necochea,00692,580.0,573.0,573.0,176.0,392.0,437.0,235.0,190.0,258.0,92.0,86.0,91.0,75.0,70.0,58.0,38.0,16.0,19.0,7.0,6.0,2.0,5.0,3.0
necochea,0686A,14243.0,14703.0,14700.0,10916.0,9845.0,10156.0,3798.0,3747.0,4792.0,3034.0,2761.0,2944.0,2312.0,1750.0,1643.0,1121.0,583.0,688.0,450.0,405.0,200.0,296.0,249.0
necochea,0691A,19.0,15.0,13.0,3.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
nueve de julio,00696,31699.0,32785.0,32570.0,25392.0,24479.0,25394.0,11701.0,11856.0,14319.0,7008.0,5308.0,5656.0,3493.0,3700.0,2716.0,2139.0,1036.0,958.0,1127.0,993.0,488.0,714.0,593.0
nueve de julio,00697,155.0,149.0,149.0,122.0,104.0,106.0,64.0,64.0,77.0,18.0,12.0,7.0,28.0,15.0,14.0,12.0,7.0,4.0,2.0,4.0,2.0,0.0,1.0
nueve de julio,00698,709.0,674.0,674.0,598.0,531.0,537.0,156.0,155.0,191.0,240.0,191.0,189.0,85.0,115.0,101.0,69.0,38.0,36.0,16.0,15.0,3.0,3.0,10.0
nueve de julio,00699,859.0,824.0,824.0,698.0,650.0,617.0,264.0,275.0,307.0,215.0,189.0,169.0,116.0,86.0,57.0,51.0,46.0,28.0,27.0,38.0,11.0,17.0,19.0
nueve de julio,00700,568.0,557.0,557.0,443.0,222.0,246.0,170.0,157.0,223.0,105.0,71.0,77.0,101.0,84.0,53.0,53.0,18.0,17.0,8.0,10.0,7.0,16.0,11.0
nueve de julio,00701,590.0,545.0,545.0,486.0,409.0,431.0,240.0,196.0,238.0,132.0,127.0,126.0,65.0,57.0,31.0,40.0,12.0,11.0,8.0,19.0,4.0,6.0,5.0
nueve de julio,00703,1862.0,1806.0,1806.0,1543.0,1068.0,1415.0,656.0,655.0,804.0,514.0,318.0,370.0,152.0,162.0,110.0,147.0,35.0,46.0,66.0,59.0,23.0,26.0,29.0
nueve de julio,00704,54.0,47.0,47.0,47.0,33.0,40.0,29.0,0.0,24.0,0.0,8.0,8.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nueve de julio,00705,63.0,56.0,56.0,47.0,44.0,44.0,21.0,23.0,26.0,14.0,7.0,8.0,1.0,7.0,5.0,9.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0
nueve de julio,00706,2379.0,2331.0,2331.0,1971.0,1784.0,1851.0,797.0,849.0,1010.0,670.0,453.0,479.0,270.0,289.0,219.0,156.0,51.0,45.0,65.0,62.0,19.0,33.0,36.0
nueve de julio,00707,348.0,348.0,348.0,300.0,279.0,277.0,121.0,143.0,165.0,108.0,39.0,46.0,41.0,41.0,28.0,23.0,18.0,9.0,22.0,18.0,0.0,8.0,2.0
nueve de julio,00708,0.0,71.0,71.0,0.0,51.0,52.0,0.0,28.0,38.0,0.0,7.0,6.0,0.0,8.0,4.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0
nueve de julio,00709,266.0,273.0,273.0,221.0,205.0,217.0,93.0,101.0,134.0,55.0,21.0,28.0,29.0,45.0,35.0,36.0,15.0,10.0,14.0,6.0,0.0,4.0,3.0
nueve de julio,0701A,20.0,22.0,22.0,16.0,14.0,15.0,11.0,11.0,12.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
nueve de julio,0705A,383.0,383.0,383.0,339.0,304.0,324.0,119.0,134.0,169.0,116.0,69.0,75.0,51.0,44.0,44.0,39.0,9.0,5.0,23.0,14.0,8.0,13.0,4.0
olavarria,00711,13754.0,13739.0,13726.0,10670.0,9520.0,10091.0,5065.0,4910.0,5826.0,1949.0,1626.0,1713.0,1698.0,1567.0,1192.0,827.0,401.0,212.0,400.0,398.0,237.0,426.0,426.0
olavarria,00712,209.0,201.0,199.0,0.0,129.0,141.0,52.0,39.0,54.0,54.0,36.0,46.0,31.0,33.0,27.0,28.0,7.0,6.0,4.0,5.0,1.0,1.0,3.0
olavarria,00713,15.0,11.0,9.0,11.0,0.0,7.0,6.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
olavarria,00714,923.0,1024.0,1023.0,745.0,765.0,787.0,216.0,227.0,313.0,229.0,259.0,249.0,153.0,113.0,90.0,103.0,64.0,42.0,44.0,50.0,32.0,36.0,22.0
olavarria,00715,3497.0,3534.0,3528.0,2839.0,2557.0,2764.0,815.0,938.0,1252.0,883.0,715.0,734.0,766.0,610.0,502.0,286.0,147.0,84.0,135.0,127.0,32.0,45.0,34.0
olavarria,00716,2240.0,2101.0,2262.0,1693.0,1484.0,1654.0,553.0,543.0,804.0,348.0,311.0,379.0,495.0,320.0,250.0,239.0,167.0,78.0,58.0,79.0,23.0,38.0,34.0
olavarria,00717,3536.0,3487.0,3483.0,2936.0,2422.0,2779.0,847.0,801.0,1111.0,985.0,863.0,946.0,584.0,533.0,383.0,298.0,139.0,58.0,153.0,175.0,30.0,72.0,84.0
olavarria,00718,544.0,538.0,536.0,438.0,429.0,447.0,105.0,79.0,117.0,177.0,174.0,184.0,106.0,112.0,95.0,42.0,21.0,15.0,18.0,26.0,6.0,9.0,6.0
olavarria,00719,3252.0,3315.0,3311.0,2671.0,2242.0,2599.0,849.0,869.0,1181.0,709.0,645.0,748.0,725.0,482.0,381.0,216.0,120.0,63.0,145.0,118.0,82.0,97.0,98.0
olavarria,00720,135.0,0.0,139.0,101.0,0.0,93.0,54.0,0.0,72.0,13.0,0.0,7.0,26.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
olavarria,00721,55.0,36.0,36.0,41.0,21.0,21.0,18.0,12.0,16.0,8.0,1.0,2.0,10.0,5.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
olavarria,00722,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
olavarria,00723,294.0,294.0,292.0,220.0,181.0,211.0,73.0,59.0,98.0,56.0,35.0,34.0,61.0,72.0,60.0,30.0,2.0,1.0,8.0,16.0,0.0,2.0,0.0
olavarria,00724,22.0,19.0,17.0,18.0,8.0,12.0,11.0,0.0,5.0,3.0,0.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
olavarria,00725,569.0,572.0,220.0,426.0,328.0,153.0,162.0,143.0,90.0,64.0,46.0,22.0,126.0,97.0,30.0,54.0,16.0,4.0,5.0,4.0,4.0,3.0,10.0
olavarria,00726,20.0,14.0,14.0,11.0,5.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
olavarria,0711A,7628.0,7660.0,7652.0,6169.0,5287.0,5920.0,2492.0,2541.0,3117.0,1332.0,1202.0,1269.0,1212.0,1120.0,787.0,660.0,298.0,160.0,240.0,254.0,151.0,224.0,241.0
olavarria,0711B,9055.0,8760.0,9068.0,7052.0,6643.0,6690.0,2462.0,2260.0,3094.0,1902.0,1727.0,1878.0,1493.0,1278.0,1104.0,1026.0,447.0,236.0,267.0,321.0,180.0,262.0,253.0
olavarria,0711C,13412.0,13621.0,14305.0,10731.0,10126.0,11082.0,3337.0,3313.0,4699.0,2984.0,2927.0,3123.0,2404.0,2121.0,1725.0,1570.0,708.0,471.0,478.0,486.0,296.0,466.0,435.0
olavarria,0711D,18453.0,18186.0,19223.0,15041.0,13613.0,15245.0,4710.0,4583.0,6423.0,4190.0,3865.0,4286.0,3431.0,2965.0,2413.0,1953.0,805.0,585.0,701.0,750.0,488.0,633.0,625.0
olavarria,0711E,15128.0,15066.0,15668.0,12143.0,10790.0,12215.0,3579.0,3527.0,5057.0,3488.0,3284.0,3578.0,2849.0,2410.0,1783.0,1668.0,836.0,453.0,531.0,623.0,351.0,521.0,481.0
olavarria,0718A,40.0,42.0,40.0,31.0,31.0,34.0,5.0,10.0,14.0,7.0,10.0,15.0,12.0,4.0,3.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
olavarria,0719A,45.0,39.0,37.0,34.0,25.0,0.0,11.0,10.0,11.0,4.0,7.0,4.0,12.0,7.0,6.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
olavarria,0723A,133.0,120.0,118.0,78.0,52.0,63.0,36.0,23.0,33.0,15.0,8.0,9.0,16.0,7.0,15.0,8.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0
patagones,00729,17458.0,17726.0,19386.0,12710.0,12176.0,13666.0,3884.0,3730.0,5192.0,4812.0,4945.0,5234.0,2042.0,1889.0,1837.0,1533.0,614.0,580.0,477.0,549.0,174.0,431.0,295.0
patagones,00730,124.0,118.0,118.0,85.0,73.0,80.0,39.0,26.0,34.0,25.0,27.0,30.0,12.0,14.0,12.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
patagones,00731,2158.0,2149.0,2149.0,1610.0,1212.0,1527.0,718.0,674.0,804.0,458.0,365.0,410.0,231.0,266.0,200.0,142.0,61.0,47.0,14.0,26.0,16.0,31.0,22.0
patagones,00732,3847.0,3939.0,3939.0,2844.0,2987.0,3115.0,1464.0,1404.0,1733.0,823.0,644.0,678.0,525.0,565.0,457.0,265.0,139.0,97.0,58.0,85.0,34.0,55.0,33.0
patagones,00733,856.0,919.0,919.0,712.0,726.0,761.0,308.0,338.0,428.0,192.0,156.0,171.0,128.0,128.0,81.0,62.0,49.0,35.0,18.0,25.0,4.0,13.0,11.0
patagones,0731A,536.0,593.0,593.0,419.0,377.0,173.0,204.0,209.0,266.0,126.0,110.0,107.0,54.0,39.0,22.0,22.0,2.0,6.0,2.0,4.0,2.0,7.0,2.0
pehuajo,00734,27663.0,28227.0,28563.0,22497.0,20366.0,21639.0,6969.0,7990.0,10037.0,7668.0,6884.0,7644.0,4086.0,3206.0,2188.0,2642.0,1237.0,1024.0,603.0,714.0,365.0,563.0,458.0
pehuajo,00735,250.0,0.0,231.0,221.0,0.0,197.0,49.0,0.0,78.0,103.0,0.0,88.0,39.0,0.0,10.0,24.0,0.0,1.0,0.0,10.0,0.0,1.0,4.0
pehuajo,00736,258.0,237.0,236.0,207.0,170.0,0.0,95.0,95.0,113.0,46.0,37.0,40.0,41.0,20.0,12.0,21.0,5.0,7.0,2.0,6.0,1.0,4.0,2.0
pehuajo,00738,1387.0,1368.0,1367.0,1174.0,1072.0,1104.0,354.0,423.0,514.0,391.0,303.0,343.0,274.0,203.0,143.0,117.0,59.0,45.0,20.0,43.0,8.0,16.0,10.0
pehuajo,00739,1973.0,1613.0,1961.0,1327.0,927.0,1231.0,584.0,565.0,843.0,433.0,297.0,378.0,337.0,167.0,139.0,187.0,84.0,78.0,24.0,38.0,16.0,37.0,46.0
pehuajo,00740,304.0,302.0,301.0,248.0,238.0,233.0,73.0,97.0,102.0,101.0,70.0,78.0,47.0,37.0,24.0,19.0,14.0,9.0,10.0,12.0,1.0,3.0,3.0
pehuajo,00741,1680.0,1680.0,1679.0,1380.0,1255.0,1339.0,563.0,578.0,706.0,360.0,305.0,422.0,296.0,245.0,106.0,122.0,65.0,51.0,30.0,41.0,9.0,15.0,11.0
pehuajo,0734A,141.0,136.0,136.0,0.0,104.0,108.0,35.0,39.0,57.0,52.0,36.0,36.0,12.0,19.0,7.0,8.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0
pehuajo,0738A,28.0,27.0,27.0,21.0,16.0,19.0,6.0,5.0,7.0,7.0,3.0,6.0,3.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
pergamino,00747,145.0,164.0,164.0,117.0,103.0,109.0,65.0,54.0,76.0,22.0,19.0,19.0,14.0,10.0,5.0,7.0,4.0,1.0,7.0,4.0,2.0,3.0,3.0
pergamino,00748,17575.0,16923.0,17260.0,12793.0,12298.0,12953.0,7448.0,7595.0,8752.0,2141.0,1647.0,1801.0,1712.0,1124.0,913.0,713.0,441.0,268.0,553.0,403.0,291.0,488.0,394.0
pergamino,00749,1059.0,1095.0,1093.0,898.0,859.0,875.0,416.0,388.0,502.0,228.0,170.0,188.0,147.0,95.0,83.0,50.0,8.0,5.0,86.0,59.0,11.0,27.0,12.0
pergamino,00750,60.0,49.0,47.0,44.0,0.0,36.0,26.0,21.0,33.0,7.0,3.0,1.0,8.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pergamino,00751,1458.0,1484.0,1481.0,1236.0,1176.0,1198.0,620.0,619.0,728.0,221.0,185.0,210.0,243.0,132.0,108.0,92.0,74.0,37.0,73.0,60.0,25.0,48.0,26.0
pergamino,00752,215.0,197.0,196.0,176.0,138.0,150.0,68.0,72.0,85.0,64.0,23.0,33.0,29.0,13.0,7.0,11.0,7.0,3.0,16.0,15.0,3.0,7.0,2.0
pergamino,00753,1242.0,1223.0,1221.0,868.0,838.0,830.0,471.0,425.0,500.0,310.0,140.0,209.0,135.0,76.0,67.0,67.0,119.0,25.0,162.0,135.0,11.0,24.0,22.0
pergamino,00754,348.0,465.0,463.0,279.0,347.0,357.0,130.0,181.0,205.0,79.0,57.0,77.0,44.0,36.0,23.0,21.0,17.0,8.0,32.0,32.0,1.0,9.0,1.0
pergamino,00755,744.0,786.0,785.0,617.0,593.0,604.0,293.0,317.0,371.0,144.0,98.0,92.0,90.0,58.0,51.0,35.0,50.0,20.0,25.0,42.0,4.0,24.0,24.0
pergamino,00756,1000.0,1001.0,999.0,804.0,496.0,788.0,364.0,385.0,490.0,166.0,135.0,152.0,163.0,91.0,73.0,58.0,34.0,9.0,43.0,30.0,14.0,15.0,20.0
pergamino,00757,26.0,21.0,19.0,15.0,11.0,11.0,11.0,7.0,7.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
pergamino,00758,778.0,744.0,742.0,644.0,559.0,597.0,276.0,304.0,367.0,153.0,95.0,116.0,123.0,81.0,61.0,64.0,32.0,20.0,20.0,16.0,7.0,16.0,8.0
pergamino,00759,808.0,840.0,839.0,680.0,381.0,398.0,292.0,287.0,362.0,199.0,166.0,179.0,106.0,68.0,72.0,49.0,22.0,9.0,50.0,27.0,8.0,19.0,14.0
pergamino,0747A,257.0,295.0,294.0,221.0,228.0,235.0,102.0,112.0,147.0,57.0,37.0,40.0,27.0,24.0,23.0,30.0,14.0,6.0,19.0,12.0,6.0,7.0,3.0
pergamino,0748A,17157.0,14325.0,16776.0,13777.0,10295.0,12880.0,5553.0,4768.0,6750.0,3749.0,2492.0,3146.0,2506.0,1272.0,1344.0,1403.0,596.0,360.0,685.0,595.0,245.0,415.0,370.0
pergamino,0748B,14331.0,14935.0,15624.0,10690.0,10098.0,11728.0,4659.0,4941.0,6348.0,3296.0,2574.0,3036.0,1905.0,1337.0,1207.0,1181.0,678.0,437.0,771.0,579.0,291.0,475.0,371.0
pergamino,0748C,14218.0,14675.0,15017.0,10612.0,9971.0,11400.0,3967.0,4209.0,5454.0,3764.0,3044.0,3374.0,2048.0,1262.0,1126.0,1373.0,804.0,439.0,728.0,537.0,240.0,389.0,293.0
pergamino,0748D,13868.0,12935.0,15380.0,10327.0,9955.0,11795.0,4522.0,4341.0,6399.0,3044.0,2224.0,2798.0,2088.0,1193.0,1301.0,1015.0,576.0,375.0,685.0,611.0,230.0,441.0,436.0
pergamino,0748E,107.0,90.0,89.0,83.0,66.0,66.0,26.0,18.0,30.0,29.0,29.0,26.0,17.0,9.0,5.0,0.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0
pergamino,0753A,35.0,28.0,26.0,21.0,12.0,14.0,9.0,2.0,8.0,7.0,5.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pergamino,0754A,925.0,701.0,942.0,773.0,533.0,752.0,372.0,321.0,461.0,197.0,79.0,114.0,94.0,51.0,76.0,74.0,35.0,45.0,30.0,34.0,6.0,17.0,16.0
pilar,00768,68165.0,71091.0,77402.0,55119.0,49122.0,57569.0,19646.0,16864.0,24321.0,17439.0,15263.0,17791.0,8756.0,6647.0,5424.0,5357.0,2747.0,2308.0,2543.0,2317.0,1485.0,2524.0,1849.0
pilar,00769,7339.0,8622.0,8973.0,6195.0,6297.0,7130.0,2641.0,2657.0,3511.0,1750.0,1781.0,2057.0,954.0,833.0,648.0,525.0,299.0,236.0,417.0,327.0,171.0,274.0,142.0
pilar,00770,43968.0,45580.0,46368.0,32501.0,30773.0,33584.0,8008.0,8103.0,10413.0,13014.0,12427.0,13071.0,5021.0,4127.0,3387.0,2924.0,1895.0,1613.0,1639.0,1529.0,900.0,1401.0,1062.0
pilar,00771,63418.0,65995.0,69503.0,52957.0,48099.0,53603.0,17540.0,16020.0,22005.0,18936.0,17467.0,19683.0,9002.0,7186.0,5564.0,4551.0,2408.0,1953.0,2767.0,2259.0,1512.0,2434.0,1890.0
pilar,00772,24412.0,26621.0,28024.0,20238.0,20147.0,22193.0,7491.0,7133.0,9745.0,7225.0,7169.0,7407.0,3358.0,2990.0,2250.0,1653.0,1031.0,867.0,946.0,888.0,513.0,796.0,568.0
pilar,0770A,9208.0,10815.0,10815.0,7698.0,7916.0,8216.0,3635.0,3853.0,4565.0,2105.0,2246.0,2375.0,937.0,885.0,660.0,505.0,339.0,265.0,356.0,282.0,172.0,277.0,204.0
