,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
area_0,area_1,,,,,,,,,,,,,,,,,,,,,,,
chivilcoy,00216,167.0,152.0,150.0,144.0,112.0,122.0,28.0,26.0,27.0,53.0,9.0,11.0,46.0,26.0,31.0,16.0,8.0,7.0,38.0,44.0,1.0,2.0,0.0
chivilcoy,00217,20.0,9.0,9.0,17.0,4.0,7.0,8.0,3.0,4.0,7.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chivilcoy,00218,358.0,177.0,354.0,322.0,139.0,297.0,96.0,50.0,112.0,132.0,24.0,50.0,62.0,17.0,51.0,26.0,8.0,16.0,35.0,65.0,2.0,3.0,4.0
chivilcoy,00219,95.0,89.0,88.0,77.0,0.0,68.0,22.0,30.0,29.0,22.0,10.0,8.0,22.0,4.0,7.0,10.0,0.0,9.0,13.0,14.0,1.0,1.0,1.0
chivilcoy,00220,181.0,171.0,171.0,153.0,123.0,133.0,0.0,58.0,73.0,0.0,10.0,9.0,0.0,12.0,12.0,0.0,10.0,9.0,29.0,30.0,1.0,0.0,0.0
chivilcoy,00221,234.0,208.0,206.0,194.0,121.0,154.0,48.0,50.0,68.0,50.0,4.0,10.0,65.0,32.0,30.0,24.0,8.0,6.0,24.0,39.0,3.0,1.0,2.0
chivilcoy,00222,2235.0,2227.0,2224.0,1859.0,1423.0,1771.0,448.0,464.0,683.0,454.0,186.0,178.0,781.0,534.0,488.0,142.0,64.0,76.0,334.0,334.0,11.0,12.0,19.0
chivilcoy,00223,24.0,20.0,20.0,9.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chivilcoy,00224,278.0,273.0,272.0,0.0,213.0,225.0,83.0,70.0,88.0,95.0,37.0,21.0,48.0,53.0,62.0,9.0,6.0,4.0,40.0,50.0,0.0,0.0,0.0
chivilcoy,00225,31.0,22.0,22.0,28.0,11.0,17.0,11.0,8.0,12.0,2.0,0.0,1.0,10.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
chivilcoy,00226,69.0,59.0,58.0,49.0,38.0,40.0,17.0,0.0,19.0,9.0,1.0,1.0,17.0,8.0,5.0,6.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0
colon,00230,18822.0,20226.0,19866.0,14774.0,14954.0,14760.0,5025.0,5260.0,6127.0,5631.0,5077.0,6175.0,1908.0,1719.0,1159.0,1817.0,1497.0,1153.0,1019.0,687.0,304.0,414.0,437.0
colon,00231,202.0,213.0,211.0,163.0,171.0,176.0,54.0,51.0,62.0,80.0,20.0,58.0,9.0,6.0,8.0,11.0,14.0,14.0,73.0,32.0,2.0,2.0,2.0
colon,0230A,95.0,97.0,96.0,75.0,58.0,71.0,43.0,32.0,43.0,9.0,6.0,9.0,12.0,4.0,7.0,0.0,6.0,9.0,5.0,1.0,0.0,2.0,1.0
colon,0231A,265.0,252.0,251.0,224.0,0.0,0.0,82.0,79.0,89.0,51.0,37.0,46.0,47.0,23.0,21.0,29.0,27.0,23.0,23.0,23.0,2.0,1.0,5.0
comuna 01,00001,10299.0,10517.0,10515.0,7215.0,6080.0,6406.0,2733.0,3021.0,3196.0,2219.0,2073.0,2144.0,1022.0,0.0,0.0,214.0,86.0,72.0,0.0,0.0,385.0,580.0,562.0
comuna 01,00002,9726.0,9948.0,9948.0,6771.0,5631.0,5715.0,2409.0,2612.0,2736.0,2098.0,1973.0,2097.0,878.0,0.0,0.0,195.0,75.0,60.0,0.0,0.0,358.0,547.0,533.0
comuna 01,00003,1949.0,2203.0,2203.0,1543.0,1371.0,1380.0,1093.0,1190.0,1221.0,155.0,119.0,131.0,126.0,0.0,0.0,20.0,10.0,15.0,0.0,0.0,15.0,18.0,24.0
comuna 01,00004,2027.0,2153.0,2154.0,1569.0,1081.0,1565.0,1127.0,1138.0,1176.0,156.0,117.0,126.0,121.0,0.0,0.0,20.0,14.0,16.0,0.0,0.0,8.0,19.0,22.0
comuna 01,00005,7449.0,7976.0,7978.0,3914.0,4147.0,4808.0,846.0,1105.0,1496.0,2587.0,1740.0,2085.0,763.0,0.0,0.0,218.0,80.0,59.0,0.0,0.0,195.0,314.0,181.0
comuna 01,00006,16120.0,15840.0,15840.0,11089.0,7799.0,10562.0,9242.0,8758.0,9087.0,846.0,633.0,701.0,707.0,0.0,0.0,134.0,76.0,76.0,0.0,0.0,120.0,221.0,209.0
comuna 01,00007,7838.0,8059.0,8060.0,5556.0,5395.0,5864.0,3915.0,3990.0,4199.0,601.0,548.0,571.0,474.0,0.0,0.0,88.0,38.0,29.0,0.0,0.0,103.0,178.0,191.0
comuna 01,00008,8464.0,8796.0,8798.0,5440.0,3851.0,5212.0,3386.0,3527.0,3637.0,879.0,781.0,810.0,529.0,0.0,0.0,96.0,55.0,40.0,0.0,0.0,113.0,209.0,196.0
comuna 01,00009,11465.0,11364.0,11366.0,6713.0,5746.0,6647.0,4070.0,4090.0,4326.0,1451.0,1182.0,1271.0,931.0,0.0,0.0,182.0,57.0,53.0,0.0,0.0,190.0,308.0,332.0
comuna 01,00010,12092.0,11793.0,11796.0,7929.0,5908.0,7324.0,4401.0,4483.0,4785.0,1613.0,1447.0,1516.0,1012.0,0.0,0.0,196.0,85.0,70.0,0.0,0.0,251.0,380.0,381.0
comuna 01,00011,12645.0,12354.0,12366.0,8310.0,6739.0,7865.0,3687.0,3824.0,4022.0,2206.0,1862.0,1966.0,1149.0,0.0,0.0,220.0,115.0,88.0,0.0,0.0,319.0,535.0,508.0
comuna 01,00012,11604.0,11231.0,11235.0,7661.0,6589.0,7411.0,3444.0,3581.0,3803.0,2099.0,1775.0,1883.0,1222.0,0.0,0.0,221.0,103.0,64.0,0.0,0.0,328.0,498.0,513.0
comuna 01,00013,12667.0,12493.0,12496.0,8451.0,5879.0,7975.0,3740.0,3942.0,4167.0,2408.0,2123.0,2246.0,1404.0,0.0,0.0,253.0,122.0,59.0,0.0,0.0,401.0,606.0,645.0
comuna 01,00014,5204.0,5139.0,5115.0,3170.0,2512.0,3242.0,1665.0,1622.0,1767.0,883.0,770.0,809.0,470.0,0.0,0.0,79.0,38.0,26.0,0.0,0.0,100.0,179.0,172.0
comuna 01,00015,8720.0,8167.0,8507.0,6139.0,4568.0,5373.0,2081.0,2163.0,2353.0,1854.0,1521.0,1742.0,845.0,0.0,0.0,209.0,70.0,64.0,0.0,0.0,231.0,410.0,428.0
comuna 01,00016,8383.0,8330.0,8327.0,6111.0,5088.0,5187.0,2249.0,2473.0,2605.0,1777.0,1555.0,1603.0,821.0,0.0,0.0,151.0,66.0,40.0,0.0,0.0,258.0,383.0,404.0
comuna 01,00017,12155.0,12072.0,12082.0,8590.0,6395.0,6963.0,3317.0,3638.0,3745.0,2528.0,2294.0,2386.0,1388.0,0.0,0.0,256.0,102.0,79.0,0.0,0.0,386.0,635.0,587.0
comuna 01,00018,7648.0,7492.0,7504.0,5049.0,4011.0,3996.0,1976.0,2049.0,2182.0,1681.0,1360.0,1519.0,899.0,0.0,0.0,189.0,74.0,57.0,0.0,0.0,230.0,325.0,373.0
comuna 01,00019,11126.0,10904.0,11251.0,7265.0,4747.0,6519.0,2980.0,3062.0,3313.0,2575.0,2071.0,2378.0,1369.0,0.0,0.0,251.0,92.0,66.0,0.0,0.0,375.0,560.0,478.0
comuna 02,00020,7946.0,8077.0,7739.0,5782.0,4845.0,4954.0,3788.0,3663.0,3665.0,874.0,705.0,807.0,450.0,0.0,0.0,102.0,58.0,56.0,0.0,0.0,96.0,167.0,135.0
comuna 02,00021,13530.0,13582.0,13586.0,9825.0,7439.0,8933.0,7549.0,7459.0,7781.0,710.0,601.0,640.0,608.0,0.0,0.0,121.0,65.0,50.0,0.0,0.0,130.0,193.0,162.0
comuna 02,00022,16573.0,16282.0,15937.0,12287.0,11333.0,11542.0,7502.0,7521.0,7653.0,1651.0,1503.0,1449.0,1059.0,0.0,0.0,168.0,91.0,68.0,0.0,0.0,303.0,509.0,501.0
comuna 02,00023,20488.0,20292.0,20295.0,15622.0,12584.0,13342.0,9405.0,9442.0,9749.0,2113.0,1890.0,1954.0,1412.0,0.0,0.0,229.0,146.0,120.0,0.0,0.0,352.0,613.0,579.0
comuna 02,00024,13411.0,13315.0,13312.0,9939.0,8181.0,8096.0,6715.0,6724.0,6872.0,1127.0,1024.0,1063.0,771.0,0.0,0.0,136.0,88.0,68.0,0.0,0.0,237.0,354.0,363.0
comuna 02,00025,12989.0,12931.0,12938.0,9490.0,8146.0,8683.0,6694.0,6733.0,6997.0,870.0,749.0,783.0,663.0,0.0,0.0,124.0,65.0,82.0,0.0,0.0,176.0,291.0,257.0
comuna 02,00026,17128.0,16869.0,16869.0,12303.0,10029.0,10331.0,9179.0,9135.0,9435.0,1113.0,980.0,981.0,875.0,0.0,0.0,179.0,86.0,84.0,0.0,0.0,166.0,309.0,287.0
comuna 02,00027,13119.0,12880.0,12886.0,9741.0,6860.0,7587.0,5710.0,5582.0,5846.0,1367.0,1230.0,1271.0,885.0,0.0,0.0,153.0,99.0,70.0,0.0,0.0,294.0,444.0,470.0
comuna 02,00028,18162.0,17978.0,17988.0,13458.0,8806.0,12221.0,7019.0,7196.0,7417.0,2304.0,2156.0,2218.0,1348.0,0.0,0.0,217.0,114.0,76.0,0.0,0.0,463.0,719.0,685.0
comuna 02,00029,12115.0,12019.0,12020.0,9204.0,7250.0,8350.0,4796.0,4931.0,5084.0,1557.0,1428.0,1439.0,951.0,0.0,0.0,172.0,102.0,84.0,0.0,0.0,292.0,492.0,419.0
comuna 03,00030,11587.0,11473.0,11476.0,8326.0,6373.0,7467.0,3748.0,3854.0,4126.0,1758.0,1570.0,1685.0,1136.0,0.0,0.0,220.0,82.0,66.0,0.0,0.0,307.0,445.0,486.0
comuna 03,00031,13130.0,12677.0,12682.0,9213.0,7071.0,7482.0,4258.0,4289.0,4565.0,1941.0,1610.0,1743.0,1214.0,0.0,0.0,219.0,90.0,83.0,0.0,0.0,358.0,524.0,516.0
comuna 03,00032,11582.0,11293.0,10955.0,7902.0,6425.0,6996.0,3715.0,3883.0,3752.0,1858.0,1655.0,1615.0,1005.0,0.0,0.0,188.0,82.0,67.0,0.0,0.0,317.0,511.0,462.0
comuna 03,00033,10109.0,9962.0,9280.0,6683.0,2942.0,5163.0,3004.0,3098.0,3065.0,1726.0,1417.0,1452.0,1068.0,0.0,0.0,183.0,101.0,60.0,0.0,0.0,294.0,419.0,444.0
comuna 03,00034,14886.0,14631.0,13936.0,10738.0,8404.0,8774.0,4341.0,4674.0,4644.0,2507.0,2187.0,2248.0,1639.0,0.0,0.0,314.0,120.0,88.0,0.0,0.0,457.0,643.0,674.0
comuna 03,00035,13030.0,12917.0,12919.0,8809.0,7803.0,8138.0,3727.0,4069.0,4270.0,2443.0,2302.0,2400.0,1571.0,0.0,0.0,252.0,103.0,59.0,0.0,0.0,457.0,655.0,682.0
comuna 03,00036,8532.0,8513.0,8516.0,5713.0,4954.0,5826.0,2209.0,2406.0,2561.0,1847.0,1652.0,1799.0,1119.0,0.0,0.0,228.0,75.0,56.0,0.0,0.0,329.0,486.0,439.0
comuna 03,00037,11195.0,10818.0,11171.0,8214.0,6293.0,7262.0,3166.0,3393.0,3733.0,2185.0,1900.0,2115.0,1397.0,0.0,0.0,254.0,82.0,77.0,0.0,0.0,347.0,557.0,573.0
comuna 03,00038,12829.0,12786.0,12792.0,9134.0,6464.0,7375.0,3811.0,4091.0,4197.0,2526.0,2207.0,2258.0,1474.0,0.0,0.0,237.0,100.0,63.0,0.0,0.0,414.0,654.0,611.0
comuna 03,00039,13622.0,13351.0,13359.0,9661.0,7108.0,9211.0,3983.0,4097.0,4487.0,2496.0,2201.0,2322.0,1558.0,0.0,0.0,260.0,89.0,82.0,0.0,0.0,419.0,673.0,654.0
comuna 03,00040,9082.0,9101.0,9104.0,7073.0,6317.0,6369.0,2897.0,3097.0,3218.0,1832.0,1712.0,1828.0,1141.0,0.0,0.0,173.0,58.0,45.0,0.0,0.0,296.0,448.0,449.0
comuna 03,00041,18137.0,18139.0,17799.0,13372.0,11035.0,11474.0,5216.0,5607.0,5856.0,3777.0,3445.0,3678.0,2305.0,0.0,0.0,373.0,159.0,120.0,0.0,0.0,708.0,973.0,902.0
comuna 03,00042,16246.0,15657.0,16007.0,11849.0,10162.0,10378.0,4783.0,5088.0,5447.0,3179.0,2793.0,3111.0,1951.0,0.0,0.0,386.0,120.0,117.0,0.0,0.0,533.0,808.0,882.0
comuna 04,00043,11942.0,12175.0,12177.0,8722.0,7200.0,8202.0,3636.0,3966.0,4210.0,2496.0,2271.0,2475.0,1486.0,0.0,0.0,182.0,124.0,67.0,0.0,0.0,432.0,620.0,671.0
comuna 04,00044,8868.0,9107.0,9107.0,6107.0,6639.0,6682.0,2725.0,3041.0,3156.0,1824.0,1716.0,1890.0,1183.0,0.0,0.0,158.0,90.0,53.0,0.0,0.0,341.0,485.0,486.0
comuna 04,00045,6601.0,6669.0,7002.0,4650.0,4009.0,4780.0,2045.0,1996.0,2259.0,1551.0,1334.0,1515.0,729.0,0.0,0.0,130.0,69.0,53.0,0.0,0.0,265.0,361.0,340.0
comuna 04,00046,6339.0,6028.0,6034.0,4505.0,3751.0,3329.0,1915.0,1804.0,1968.0,1445.0,1188.0,1312.0,748.0,0.0,0.0,113.0,74.0,43.0,0.0,0.0,198.0,319.0,313.0
comuna 04,00047,13947.0,14689.0,14689.0,10681.0,6566.0,8633.0,2166.0,2517.0,2695.0,5430.0,3713.0,4834.0,1701.0,0.0,0.0,590.0,196.0,124.0,0.0,0.0,431.0,680.0,419.0
comuna 04,00048,14148.0,14576.0,14580.0,9177.0,7396.0,9901.0,4360.0,4712.0,4962.0,2620.0,2401.0,2533.0,1383.0,0.0,0.0,292.0,123.0,111.0,0.0,0.0,441.0,621.0,708.0
comuna 04,00049,12405.0,12297.0,12298.0,8994.0,7514.0,7855.0,3793.0,3938.0,4091.0,2812.0,2309.0,2577.0,1537.0,0.0,0.0,279.0,102.0,88.0,0.0,0.0,409.0,616.0,563.0
comuna 04,00050,14216.0,14057.0,14060.0,10736.0,8326.0,9284.0,5294.0,5426.0,5655.0,2452.0,2122.0,2234.0,1377.0,0.0,0.0,263.0,104.0,85.0,0.0,0.0,410.0,636.0,602.0
comuna 04,00051,10218.0,9814.0,10154.0,7819.0,5569.0,6787.0,3959.0,3878.0,4165.0,1753.0,1549.0,1712.0,1139.0,0.0,0.0,182.0,75.0,60.0,0.0,0.0,280.0,448.0,456.0
comuna 04,00052,11885.0,11798.0,11791.0,8371.0,7172.0,7921.0,3198.0,3218.0,3396.0,2982.0,2409.0,2760.0,1517.0,0.0,0.0,330.0,143.0,70.0,0.0,0.0,401.0,582.0,520.0
comuna 04,00053,14656.0,14027.0,14365.0,10661.0,8627.0,9436.0,3752.0,3768.0,4091.0,3688.0,2825.0,3229.0,1888.0,0.0,0.0,453.0,124.0,76.0,0.0,0.0,372.0,630.0,595.0
comuna 04,00054,14431.0,14470.0,14821.0,10586.0,8311.0,9497.0,4526.0,4714.0,5032.0,3111.0,2690.0,3009.0,1654.0,0.0,0.0,292.0,154.0,91.0,0.0,0.0,517.0,793.0,705.0
comuna 04,00055,9399.0,9717.0,9717.0,7506.0,4728.0,5074.0,2651.0,2877.0,2980.0,2268.0,1982.0,2265.0,1375.0,0.0,0.0,250.0,96.0,77.0,0.0,0.0,273.0,452.0,382.0
comuna 04,00056,9072.0,8586.0,8931.0,7082.0,4306.0,4862.0,2417.0,2454.0,2575.0,2098.0,1646.0,1947.0,1377.0,0.0,0.0,253.0,82.0,62.0,0.0,0.0,266.0,353.0,373.0
comuna 04,00057,18597.0,18846.0,18495.0,13635.0,10789.0,13690.0,5499.0,5970.0,6091.0,3818.0,3472.0,3692.0,2752.0,0.0,0.0,357.0,176.0,124.0,0.0,0.0,618.0,930.0,872.0
comuna 05,00058,14073.0,14369.0,14373.0,11467.0,9906.0,10848.0,4182.0,4674.0,4786.0,2991.0,2778.0,2937.0,1977.0,0.0,0.0,237.0,159.0,81.0,0.0,0.0,538.0,847.0,719.0
comuna 05,00059,12998.0,13273.0,13275.0,10419.0,9202.0,9567.0,3716.0,4142.0,4277.0,2798.0,2660.0,2845.0,1660.0,0.0,0.0,254.0,104.0,87.0,0.0,0.0,478.0,740.0,689.0
comuna 05,00060,14857.0,15722.0,15726.0,11741.0,8990.0,11691.0,4635.0,5307.0,5555.0,2944.0,2926.0,3099.0,1785.0,0.0,0.0,235.0,128.0,92.0,0.0,0.0,566.0,870.0,824.0
comuna 05,00061,15255.0,15156.0,15158.0,12270.0,9354.0,11075.0,5266.0,5612.0,5805.0,2613.0,2494.0,2491.0,1603.0,0.0,0.0,206.0,109.0,77.0,0.0,0.0,490.0,790.0,711.0
comuna 05,00062,9755.0,10153.0,10155.0,7885.0,7612.0,7739.0,2965.0,3460.0,3544.0,1977.0,1884.0,1997.0,1198.0,0.0,0.0,179.0,78.0,58.0,0.0,0.0,358.0,556.0,548.0
comuna 05,00063,20532.0,20369.0,20372.0,15498.0,13241.0,14927.0,6559.0,6943.0,7304.0,3650.0,3381.0,3593.0,2351.0,0.0,0.0,321.0,165.0,113.0,0.0,0.0,760.0,1058.0,1052.0
comuna 05,00064,22342.0,22339.0,22343.0,16888.0,14905.0,16479.0,6747.0,7269.0,7633.0,4006.0,3749.0,3880.0,2302.0,0.0,0.0,382.0,181.0,127.0,0.0,0.0,757.0,1215.0,1109.0
comuna 05,00065,13908.0,13924.0,13924.0,10689.0,9568.0,9718.0,4336.0,4681.0,4858.0,2595.0,2347.0,2434.0,1347.0,0.0,0.0,245.0,103.0,82.0,0.0,0.0,502.0,741.0,665.0
comuna 05,00066,13307.0,13317.0,13321.0,10426.0,7978.0,9643.0,4152.0,4496.0,4623.0,2362.0,2209.0,2293.0,1414.0,0.0,0.0,205.0,87.0,73.0,0.0,0.0,495.0,755.0,673.0
comuna 05,00067,20423.0,20681.0,20680.0,15757.0,13544.0,15522.0,6212.0,6868.0,7088.0,3596.0,3610.0,3643.0,2090.0,0.0,0.0,345.0,176.0,125.0,0.0,0.0,752.0,1153.0,1107.0
comuna 06,00068,20031.0,20113.0,20115.0,16076.0,12949.0,15270.0,6559.0,7193.0,7341.0,3486.0,3396.0,3451.0,2033.0,0.0,0.0,319.0,177.0,118.0,0.0,0.0,702.0,1073.0,1002.0
comuna 06,00069,29367.0,29294.0,29298.0,23182.0,19229.0,22582.0,11585.0,12019.0,12476.0,4131.0,4111.0,4050.0,2990.0,0.0,0.0,346.0,233.0,175.0,0.0,0.0,763.0,1249.0,1204.0
comuna 06,00070,26042.0,26170.0,26172.0,20632.0,17266.0,19640.0,8585.0,9454.0,9639.0,4386.0,4268.0,4270.0,2786.0,0.0,0.0,347.0,192.0,153.0,0.0,0.0,820.0,1289.0,1314.0
comuna 06,00071,31167.0,31149.0,31148.0,24475.0,20949.0,22159.0,11375.0,12508.0,12920.0,4583.0,4450.0,4484.0,3309.0,0.0,0.0,455.0,288.0,168.0,0.0,0.0,912.0,1453.0,1359.0
comuna 06,00072,13538.0,13523.0,13529.0,10396.0,9480.0,9632.0,4170.0,4604.0,4682.0,2452.0,2349.0,2442.0,1581.0,0.0,0.0,255.0,116.0,83.0,0.0,0.0,473.0,708.0,725.0
comuna 06,00073,17350.0,17476.0,17474.0,14228.0,10021.0,13170.0,5668.0,6234.0,6225.0,3076.0,3025.0,3065.0,1836.0,0.0,0.0,278.0,159.0,105.0,0.0,0.0,629.0,967.0,908.0
comuna 06,00074,23754.0,23979.0,23632.0,19399.0,16107.0,18318.0,9416.0,10150.0,10297.0,3419.0,3130.0,3215.0,2471.0,0.0,0.0,320.0,174.0,129.0,0.0,0.0,611.0,933.0,940.0
comuna 07,00075,9879.0,10269.0,10269.0,6900.0,7136.0,7941.0,3281.0,3768.0,3825.0,1750.0,1706.0,1759.0,1171.0,0.0,0.0,169.0,92.0,70.0,0.0,0.0,320.0,497.0,451.0
comuna 07,00076,16046.0,16250.0,16251.0,12345.0,10512.0,12927.0,5296.0,5883.0,6181.0,2883.0,2822.0,2894.0,2004.0,0.0,0.0,245.0,159.0,107.0,0.0,0.0,497.0,793.0,788.0
comuna 07,00077,13529.0,13507.0,13508.0,9315.0,8334.0,9946.0,4013.0,4448.0,4670.0,2801.0,2544.0,2703.0,1959.0,0.0,0.0,233.0,150.0,98.0,0.0,0.0,454.0,705.0,710.0
comuna 07,00078,10427.0,10796.0,10798.0,7788.0,5316.0,7880.0,3192.0,3591.0,3750.0,2116.0,1986.0,2140.0,1441.0,0.0,0.0,189.0,106.0,88.0,0.0,0.0,298.0,480.0,471.0
comuna 07,00079,14613.0,14313.0,14315.0,10895.0,7704.0,9048.0,4642.0,4900.0,5098.0,2322.0,2096.0,2205.0,1808.0,0.0,0.0,288.0,142.0,97.0,0.0,0.0,422.0,608.0,591.0
comuna 07,00080,12989.0,13143.0,13144.0,10681.0,8694.0,9444.0,4624.0,4960.0,5148.0,2149.0,2083.0,2088.0,1587.0,0.0,0.0,163.0,117.0,98.0,0.0,0.0,369.0,599.0,626.0
comuna 07,00081,12338.0,12143.0,12492.0,9829.0,7141.0,8373.0,4316.0,4538.0,4864.0,2007.0,1911.0,2020.0,1418.0,0.0,0.0,193.0,85.0,84.0,0.0,0.0,368.0,583.0,552.0
comuna 07,00082,14826.0,14834.0,14837.0,11521.0,9757.0,9467.0,4678.0,5240.0,5520.0,2359.0,2182.0,2385.0,1942.0,0.0,0.0,257.0,104.0,69.0,0.0,0.0,407.0,639.0,625.0
comuna 07,00083,20287.0,21286.0,21287.0,16044.0,14299.0,16133.0,7753.0,8701.0,9021.0,2688.0,2719.0,2736.0,2196.0,0.0,0.0,266.0,152.0,115.0,0.0,0.0,529.0,790.0,712.0
comuna 07,00084,10987.0,11246.0,10909.0,8896.0,7665.0,6781.0,3420.0,3901.0,3934.0,2001.0,1877.0,1957.0,1536.0,0.0,0.0,162.0,94.0,68.0,0.0,0.0,387.0,546.0,589.0
comuna 07,00085,8036.0,7951.0,7953.0,6519.0,5701.0,6352.0,2828.0,3068.0,3133.0,1287.0,1204.0,1275.0,953.0,0.0,0.0,108.0,56.0,41.0,0.0,0.0,213.0,331.0,364.0
comuna 07,00086,27769.0,28355.0,28702.0,19747.0,16160.0,19750.0,5840.0,6514.0,7005.0,7538.0,5898.0,7176.0,4062.0,0.0,0.0,803.0,318.0,225.0,0.0,0.0,966.0,1449.0,1145.0
comuna 08,00087,29650.0,29725.0,30070.0,22023.0,14885.0,17844.0,6478.0,6872.0,7403.0,9070.0,7103.0,8395.0,4367.0,0.0,0.0,900.0,329.0,215.0,0.0,0.0,966.0,1455.0,1058.0
comuna 08,00088,15896.0,16134.0,16134.0,13157.0,9627.0,11426.0,5406.0,6089.0,6303.0,3096.0,2759.0,2952.0,2752.0,0.0,0.0,323.0,155.0,118.0,0.0,0.0,431.0,654.0,589.0
comuna 08,00089,46863.0,45646.0,47042.0,35945.0,24789.0,30148.0,12827.0,13687.0,14847.0,11882.0,9399.0,10935.0,7200.0,0.0,0.0,1304.0,477.0,350.0,0.0,0.0,1348.0,2084.0,1751.0
comuna 08,00090,45396.0,44853.0,45901.0,32867.0,25054.0,30767.0,11633.0,12805.0,13760.0,11777.0,9488.0,10941.0,6856.0,0.0,0.0,1065.0,500.0,328.0,0.0,0.0,1257.0,1916.0,1747.0
comuna 09,00091,8515.0,8829.0,8831.0,6429.0,4256.0,5803.0,1658.0,1918.0,2030.0,2730.0,2142.0,2590.0,1388.0,0.0,0.0,273.0,127.0,55.0,0.0,0.0,246.0,404.0,273.0
comuna 09,00092,13234.0,13274.0,13625.0,10024.0,7574.0,8427.0,3915.0,4447.0,4714.0,2545.0,2359.0,2537.0,2081.0,0.0,0.0,250.0,142.0,94.0,0.0,0.0,432.0,650.0,618.0
comuna 09,00093,8356.0,8362.0,8360.0,5716.0,4177.0,4776.0,2374.0,2738.0,2836.0,1824.0,1748.0,1870.0,1418.0,0.0,0.0,184.0,68.0,54.0,0.0,0.0,236.0,361.0,350.0
comuna 09,00094,10984.0,10602.0,10947.0,8568.0,5819.0,7544.0,3145.0,3248.0,3579.0,2282.0,2051.0,2255.0,1649.0,0.0,0.0,210.0,104.0,70.0,0.0,0.0,374.0,575.0,578.0
comuna 09,00095,16826.0,16991.0,17336.0,13199.0,10724.0,12646.0,5228.0,5942.0,6299.0,3351.0,3239.0,3493.0,2658.0,0.0,0.0,375.0,138.0,114.0,0.0,0.0,438.0,740.0,713.0
comuna 09,00096,11476.0,11923.0,11920.0,8762.0,7142.0,8851.0,3307.0,3813.0,4020.0,2455.0,2297.0,2536.0,1960.0,0.0,0.0,243.0,113.0,92.0,0.0,0.0,320.0,503.0,488.0
comuna 09,00097,12409.0,12203.0,11858.0,8362.0,5673.0,8496.0,3335.0,3826.0,3949.0,3024.0,2682.0,2748.0,2050.0,0.0,0.0,315.0,118.0,77.0,0.0,0.0,327.0,516.0,481.0
comuna 09,00098,21918.0,22139.0,22137.0,16599.0,14451.0,15432.0,7139.0,8066.0,8230.0,4122.0,3748.0,4054.0,3671.0,0.0,0.0,520.0,202.0,159.0,0.0,0.0,566.0,864.0,885.0
comuna 09,00099,11017.0,11028.0,11029.0,8629.0,5288.0,6761.0,3831.0,4364.0,4587.0,1951.0,1754.0,1834.0,1792.0,0.0,0.0,235.0,116.0,85.0,0.0,0.0,299.0,428.0,442.0
comuna 09,00100,13424.0,13896.0,13897.0,10631.0,8602.0,10467.0,4546.0,5115.0,5460.0,2420.0,2239.0,2445.0,2157.0,0.0,0.0,262.0,121.0,86.0,0.0,0.0,358.0,566.0,618.0
comuna 09,00101,17604.0,17090.0,17089.0,13154.0,10081.0,12660.0,5732.0,6202.0,6435.0,3071.0,2734.0,2817.0,2392.0,0.0,0.0,373.0,134.0,96.0,0.0,0.0,474.0,704.0,783.0
comuna 10,00102,13193.0,13241.0,13243.0,10301.0,8968.0,10473.0,4699.0,5197.0,5372.0,2168.0,2055.0,2183.0,1834.0,0.0,0.0,223.0,103.0,75.0,0.0,0.0,329.0,500.0,570.0
comuna 10,00103,12929.0,12845.0,12842.0,9970.0,9912.0,10041.0,4377.0,4791.0,4897.0,2192.0,1996.0,2169.0,1846.0,0.0,0.0,238.0,135.0,62.0,0.0,0.0,327.0,484.0,515.0
comuna 10,00104,12255.0,12289.0,12289.0,9182.0,7311.0,8798.0,3903.0,4301.0,4441.0,2177.0,2054.0,2162.0,1935.0,0.0,0.0,205.0,112.0,80.0,0.0,0.0,329.0,535.0,591.0
comuna 10,00105,18620.0,18360.0,18707.0,13975.0,11574.0,12586.0,6251.0,6793.0,7162.0,3201.0,3002.0,3158.0,2634.0,0.0,0.0,346.0,179.0,130.0,0.0,0.0,493.0,808.0,911.0
